video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified
7329580098527481093,2024-01-29T20:54:15,59,TR,81800,5697,0,2000000,#kesvet ,False,,hakanyagar98,Hakan,,,,,,False
7329580098527481093,2024-01-29T20:54:15,59,TR,81800,5697,0,2000000,#kesvet ,False,,hakanyagar98,Hakan,,,,,,False
7329580098527481093,2024-01-29T20:54:15,59,TR,81800,5697,0,2000000,#kesvet ,False,,hakanyagar98,Hakan,,,,,,False
7329580098527481093,2024-01-29T20:54:15,59,TR,81900,5701,0,2000000,#kesvet ,False,,hakanyagar98,Hakan,,,,,,False
7329580098527481093,2024-01-29T20:54:15,59,TR,81900,5701,0,2000000,#kesvet ,False,,hakanyagar98,Hakan,,,,,,False
